release_year,listed_in,cast,count
1973,"Action & Adventure, International Movies",Faryal,1
1973,"Action & Adventure, International Movies",Helen,1
1973,"Action & Adventure, International Movies",Hu Chin,1
1973,"Action & Adventure, International Movies",Jackie Chan,1
1973,"Action & Adventure, International Movies",Jagdeep,1
1973,"Action & Adventure, International Movies",Mahendra Sandhu,1
1973,"Action & Adventure, International Movies",Nan Chiang,1
1973,"Action & Adventure, International Movies",Qiu Yuen,1
1973,"Action & Adventure, International Movies",Rekha,1
1973,"Children & Family Movies, Classic Movies",Agnes Moorehead,1
1973,"Children & Family Movies, Classic Movies",Charles Nelson Reilly,1
1973,"Children & Family Movies, Classic Movies",Danny Bonaduce,1
1973,"Children & Family Movies, Classic Movies",Dave Madden,1
1973,"Children & Family Movies, Classic Movies",Debbie Reynolds,1
1973,"Children & Family Movies, Classic Movies",Don Messick,1
1973,"Children & Family Movies, Classic Movies",Henry Gibson,1
1973,"Children & Family Movies, Classic Movies",Herb Vigran,1
1973,"Children & Family Movies, Classic Movies",John Stephenson,1
1973,"Children & Family Movies, Classic Movies",Martha Scott,1
1973,"Children & Family Movies, Classic Movies",Pamelyn Ferdin,1
1973,"Children & Family Movies, Classic Movies",Paul Lynde,1
1973,"Children & Family Movies, Classic Movies",Rex Allen,1
1973,"Classic Movies, Dramas, Independent Movies",Amy Robinson,1
1973,"Classic Movies, Dramas, Independent Movies",Cesare Danova,1
1973,"Classic Movies, Dramas, Independent Movies",David Proval,1
1973,"Classic Movies, Dramas, Independent Movies",George Memmoli,1
1973,"Classic Movies, Dramas, Independent Movies",Harvey Keitel,1
1973,"Classic Movies, Dramas, Independent Movies",Richard Romanus,1
1973,"Classic Movies, Dramas, Independent Movies",Robert De Niro,1
1973,"Classic Movies, Dramas, Independent Movies",Victor Argo,1
1973,"Classic Movies, Dramas, International Movies",Aruna Irani,1
1973,"Classic Movies, Dramas, International Movies",Dimple Kapadia,1
1973,"Classic Movies, Dramas, International Movies",Durga Khote,1
1973,"Classic Movies, Dramas, International Movies",Farida Jalal,1
1973,"Classic Movies, Dramas, International Movies",Pran,1
1973,"Classic Movies, Dramas, International Movies",Prem Chopra,1
1973,"Classic Movies, Dramas, International Movies",Prem Nath,1
1973,"Classic Movies, Dramas, International Movies",Rishi Kapoor,1
1973,"Classic Movies, Dramas, International Movies",Sonia Sahni,1
1973,"Comedies, Dramas, International Movies",Adel Emam,1
1973,"Comedies, Dramas, International Movies",Ahmad Zaki,1
1973,"Comedies, Dramas, International Movies",Hadi El-Gayyar,1
1973,"Comedies, Dramas, International Movies",Hassan Moustafa,1
1973,"Comedies, Dramas, International Movies",Saeed Saleh,1
1973,"Comedies, Dramas, International Movies",Suhair El-Babili,1
1973,"Comedies, Dramas, International Movies",Younes Shalabi,1
1973,"Documentaries, Music & Musicals",Billy Cox,1
1973,"Documentaries, Music & Musicals",Eric Clapton,1
1973,"Documentaries, Music & Musicals",Jimi Hendrix,1
1973,"Dramas, International Movies, Romantic Movies",Andrzej Mrowiec,1
1973,"Dramas, International Movies, Romantic Movies",Andrzej Łapicki,1
1973,"Dramas, International Movies, Romantic Movies",Beata Nowicka,1
1973,"Dramas, International Movies, Romantic Movies",Edmund Fetting,1
1973,"Dramas, International Movies, Romantic Movies",Ewa Krzyżewska,1
1973,"Dramas, International Movies, Romantic Movies",Grażyna Staniszewska,1
1973,"Dramas, International Movies, Romantic Movies",Józef Rosiński,1
1973,"Dramas, International Movies, Romantic Movies",Mariusz Dmochowski,1
1973,"Dramas, International Movies, Romantic Movies",Piotr Kąkolewski,1
1973,"Dramas, International Movies, Romantic Movies",Włodzimierz Boruński,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",Eric Idle,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",Graham Chapman,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",John Cleese,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",Michael Palin,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",Terry Gilliam,1
1974,"British TV Shows, Classic & Cult TV, International TV Shows",Terry Jones,1
1974,"Classic Movies, Comedies, Dramas",Alfred Lutter,1
1974,"Classic Movies, Comedies, Dramas",Billy Green Bush,1
1974,"Classic Movies, Comedies, Dramas",Diane Ladd,1
1974,"Classic Movies, Comedies, Dramas",Ellen Burstyn,1
1974,"Classic Movies, Comedies, Dramas",Harvey Keitel,1
1974,"Classic Movies, Comedies, Dramas",Jodie Foster,1
1974,"Classic Movies, Comedies, Dramas",Kris Kristofferson,1
1974,"Classic Movies, Comedies, Dramas",Lane Bradbury,1
1974,"Classic Movies, Comedies, Dramas",Lelia Goldoni,1
1974,"Classic Movies, Comedies, Dramas",Vic Tayback,1
1974,"Classic Movies, Comedies, Sports Movies",Bernadette Peters,1
1974,"Classic Movies, Comedies, Sports Movies",Burt Reynolds,1
1974,"Classic Movies, Comedies, Sports Movies",Charles Tyner,1
1974,"Classic Movies, Comedies, Sports Movies",Ed Lauter,1
1974,"Classic Movies, Comedies, Sports Movies",Eddie Albert,1
1974,"Classic Movies, Comedies, Sports Movies",Harry Caesar,1
1974,"Classic Movies, Comedies, Sports Movies",James Hampton,1
1974,"Classic Movies, Comedies, Sports Movies",Jim Nicholson,1
1974,"Classic Movies, Comedies, Sports Movies",Joe Dorsey,1
1974,"Classic Movies, Comedies, Sports Movies",Joe Jackson,1
1974,"Classic Movies, Comedies, Sports Movies",John Steadman,1
1974,"Classic Movies, Comedies, Sports Movies",Richard Kiel,1
1974,"Classic Movies, Comedies, Sports Movies",Tony Cacciotti,1
1974,"Comedies, Dramas, Independent Movies",Amol Palekar,1
1974,"Comedies, Dramas, Independent Movies",Dinesh Thakur,1
1974,"Comedies, Dramas, Independent Movies",Manju Maini,1
1974,"Comedies, Dramas, Independent Movies",Ranjita Thakur,1
1974,"Comedies, Dramas, Independent Movies",Veena Gaud,1
1974,"Comedies, Dramas, Independent Movies",Vidya Sinha,1
1974,"Comedies, International Movies, Music & Musicals",Agha,1
1974,"Comedies, International Movies, Music & Musicals",Asit Kumar Sen,1
1974,"Comedies, International Movies, Music & Musicals",Dev Kumar,1
1974,"Comedies, International Movies, Music & Musicals",Madan Puri,1
1974,"Comedies, International Movies, Music & Musicals",Murad,1
1974,"Comedies, International Movies, Music & Musicals",Paintal,1
1974,"Comedies, International Movies, Music & Musicals",Sanjeev Kumar,1
1974,"Comedies, International Movies, Music & Musicals",Shammi Kapoor,1
1974,"Comedies, International Movies, Music & Musicals",Shefali,1
1974,"Comedies, International Movies, Music & Musicals",Zeenat Aman,1
1974,"Cult Movies, Horror Movies, Independent Movies",Allen Danziger,1
1974,"Cult Movies, Horror Movies, Independent Movies",Edwin Neal,1
1974,"Cult Movies, Horror Movies, Independent Movies",Gunnar Hansen,1
1974,"Cult Movies, Horror Movies, Independent Movies",Jim Siedow,1
1974,"Cult Movies, Horror Movies, Independent Movies",John Dugan,1
1974,"Cult Movies, Horror Movies, Independent Movies",John Henry Faulk,1
1974,"Cult Movies, Horror Movies, Independent Movies",Marilyn Burns,1
1974,"Cult Movies, Horror Movies, Independent Movies",Paul A. Partain,1
1974,"Cult Movies, Horror Movies, Independent Movies",Teri McMinn,1
1974,"Cult Movies, Horror Movies, Independent Movies",William Vail,1
1974,"Dramas, International Movies, Romantic Movies",Charlotte Alexandra,1
1974,"Dramas, International Movies, Romantic Movies",Fabrice Luchini,1
1974,"Dramas, International Movies, Romantic Movies",Florence Bellamy,1
1974,"Dramas, International Movies, Romantic Movies",Jacopo Berinizi,1
1974,"Dramas, International Movies, Romantic Movies",Lise Danvers,1
1974,"Dramas, International Movies, Romantic Movies",Lorenzo Berinizi,1
1974,"Dramas, International Movies, Romantic Movies",Paloma Picasso,1
1974,"Dramas, International Movies, Romantic Movies",Pascale Christophe,1
1975,"Action & Adventure, Classic Movies, Comedies",Carol Cleveland,1
1975,"Action & Adventure, Classic Movies, Comedies",Connie Booth,1
1975,"Action & Adventure, Classic Movies, Comedies",Eric Idle,1
1975,"Action & Adventure, Classic Movies, Comedies",Graham Chapman,1
1975,"Action & Adventure, Classic Movies, Comedies",John Cleese,1
1975,"Action & Adventure, Classic Movies, Comedies",Michael Palin,1
1975,"Action & Adventure, Classic Movies, Comedies",Neil Innes,1
1975,"Action & Adventure, Classic Movies, Comedies",Terry Gilliam,1
1975,"Action & Adventure, Classic Movies, Comedies",Terry Jones,1
1975,"Action & Adventure, Classic Movies, Dramas",Carl Gottlieb,1
1975,"Action & Adventure, Classic Movies, Dramas",Jeffrey Kramer,1
1975,"Action & Adventure, Classic Movies, Dramas",Jonathan Filley,1
1975,"Action & Adventure, Classic Movies, Dramas",Lorraine Gary,1
1975,"Action & Adventure, Classic Movies, Dramas",Murray Hamilton,1
1975,"Action & Adventure, Classic Movies, Dramas",Richard Dreyfuss,1
1975,"Action & Adventure, Classic Movies, Dramas",Robert Shaw,1
1975,"Action & Adventure, Classic Movies, Dramas",Roy Scheider,1
1975,"Action & Adventure, Classic Movies, Dramas",Susan Backlinie,1
1975,"Action & Adventure, Classic Movies, Dramas",Ted Grossman,1
1975,"Action & Adventure, Dramas, International Movies",Feng Ku,1
1975,"Action & Adventure, Dramas, International Movies",Hung Wei,1
1975,"Action & Adventure, Dramas, International Movies",Kuan Tai Chen,1
1975,"Action & Adventure, Dramas, International Movies",Wu Chi Liu,1
1975,"Action & Adventure, Dramas, International Movies",Yang Chiang,1
1975,"Action & Adventure, International Movies, Music & Musicals",Amrish Puri,1
1975,"Action & Adventure, International Movies, Music & Musicals",Anjana Mumtaz,1
1975,"Action & Adventure, International Movies, Music & Musicals",M. Rajan,1
1975,"Action & Adventure, International Movies, Music & Musicals",Mac Mohan,1
1975,"Action & Adventure, International Movies, Music & Musicals",Mehmood,1
1975,"Action & Adventure, International Movies, Music & Musicals",Ramesh Deo,1
1975,"Action & Adventure, International Movies, Music & Musicals",Sajjan,1
1975,"Action & Adventure, International Movies, Music & Musicals",Shashi Kapoor,1
1975,"Action & Adventure, International Movies, Music & Musicals",Sudhir,1
1975,"Action & Adventure, International Movies, Music & Musicals",Sulakshana Pandit,1
1975,"Classic Movies, Comedies, International Movies",Amitabh Bachchan,1
1975,"Classic Movies, Comedies, International Movies",Asrani,1
1975,"Classic Movies, Comedies, International Movies",David Abraham,1
1975,"Classic Movies, Comedies, International Movies",Dharmendra,1
1975,"Classic Movies, Comedies, International Movies",Jaya Bhaduri,1
1975,"Classic Movies, Comedies, International Movies",Keshto Mukherjee,1
1975,"Classic Movies, Comedies, International Movies",Lily Chakravarty,1
1975,"Classic Movies, Comedies, International Movies",Om Prakash,1
1975,"Classic Movies, Comedies, International Movies",Sharmila Tagore,1
1975,"Classic Movies, Comedies, International Movies",Usha Kiran,1
1975,"Classic Movies, Dramas, International Movies",Ahmed Al Zein,1
1975,"Classic Movies, Dramas, International Movies",Elie Adabachi,1
1975,"Classic Movies, Dramas, International Movies",Ezzat El Alaily,1
1975,"Classic Movies, Dramas, International Movies",Jaroslava Schallerová,1
1975,"Classic Movies, Dramas, International Movies",Joanna Kasperska,1
1975,"Classic Movies, Dramas, International Movies",Joseph Bou Nassar,1
1975,"Classic Movies, Dramas, International Movies",Marek Kondrat,1
1975,"Classic Movies, Dramas, International Movies",Martin Hron,1
1975,"Classic Movies, Dramas, International Movies",Michał Pawlicki,1
1975,"Classic Movies, Dramas, International Movies",Mireille Maalouf,1
1975,"Classic Movies, Dramas, International Movies",Philippe Akiki,1
1975,"Classic Movies, Dramas, International Movies",Roman Skamene,1
1975,"Classic Movies, Dramas, International Movies",Roman Wilhelmi,1
1975,"Classic Movies, Dramas, International Movies",Stanisława Celińska,1
1975,"Classic Movies, Dramas, International Movies",Čestmír Řanda,1
1976,"Action & Adventure, Classic Movies",Bill McKinney,1
1976,"Action & Adventure, Classic Movies",Chief Dan George,1
1976,"Action & Adventure, Classic Movies",Clint Eastwood,1
1976,"Action & Adventure, Classic Movies",Geraldine Keams,1
1976,"Action & Adventure, Classic Movies",John Vernon,1
1976,"Action & Adventure, Classic Movies",Joyce Jameson,1
1976,"Action & Adventure, Classic Movies",Paula Trueman,1
1976,"Action & Adventure, Classic Movies",Sam Bottoms,1
1976,"Action & Adventure, Classic Movies",Sondra Locke,1
1976,"Action & Adventure, Classic Movies",Woodrow Parfrey,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Farrah Fawcett,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Gary Morgan,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Greg Lewis,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Jenny Agutter,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Michael York,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Peter Ustinov,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Randolph Roberts,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Richard Jordan,1
1976,"Action & Adventure, Classic Movies, Cult Movies",Roscoe Lee Browne,1
1976,"Action & Adventure, Classic Movies, Dramas",Bill Baldwin,1
1976,"Action & Adventure, Classic Movies, Dramas",Burgess Meredith,1
1976,"Action & Adventure, Classic Movies, Dramas",Burt Young,1
1976,"Action & Adventure, Classic Movies, Dramas",Carl Weathers,1
1976,"Action & Adventure, Classic Movies, Dramas",Jimmy Gambina,1
1976,"Action & Adventure, Classic Movies, Dramas",Joe Spinell,1
1976,"Action & Adventure, Classic Movies, Dramas",Sylvester Stallone,1
1976,"Action & Adventure, Classic Movies, Dramas",Talia Shire,1
1976,"Action & Adventure, Classic Movies, Dramas",Thayer David,1
1976,"Action & Adventure, Comedies, Dramas",Amitabh Bachchan,1
1976,"Action & Adventure, Comedies, Dramas",P. Jairaj,1
1976,"Action & Adventure, Comedies, Dramas",Pinchoo Kapoor,1
1976,"Action & Adventure, Comedies, Dramas",Saira Banu,1
1976,"Action & Adventure, Comedies, Dramas",Shreeram Lagoo,1
1976,"Action & Adventure, Comedies, Dramas",Sulakshana Pandit,1
1976,"Action & Adventure, Comedies, Dramas",Vinod Khanna,1
1976,"Action & Adventure, Comedies, Dramas",Yunus Parvez,1
1976,"Classic Movies, Cult Movies, Horror Movies",Amy Irving,1
1976,"Classic Movies, Cult Movies, Horror Movies",Betty Buckley,1
1976,"Classic Movies, Cult Movies, Horror Movies",Doug Cox,1
1976,"Classic Movies, Cult Movies, Horror Movies",Harry Gold,1
1976,"Classic Movies, Cult Movies, Horror Movies",John Travolta,1
1976,"Classic Movies, Cult Movies, Horror Movies",Michael Talbott,1
1976,"Classic Movies, Cult Movies, Horror Movies",Nancy Allen,1
1976,"Classic Movies, Cult Movies, Horror Movies",Noelle North,1
1976,"Classic Movies, Cult Movies, Horror Movies",P.J. Soles,1
1976,"Classic Movies, Cult Movies, Horror Movies",Piper Laurie,1
1976,"Classic Movies, Cult Movies, Horror Movies",Priscilla Pointer,1
1976,"Classic Movies, Cult Movies, Horror Movies",Sissy Spacek,1
1976,"Classic Movies, Cult Movies, Horror Movies",Stefan Gierasch,1
1976,"Classic Movies, Cult Movies, Horror Movies",Sydney Lassick,1
1976,"Classic Movies, Cult Movies, Horror Movies",William Katt,1
1976,"Comedies, International Movies",Adel Imam,1
1976,"Comedies, International Movies",Badr Nofal,1
1976,"Comedies, International Movies",Hala Fakher,1
1976,"Comedies, International Movies",Nahed Gabr,1
1976,"Comedies, International Movies",Nasr Seif,1
1976,"Comedies, International Movies",Nazim Sharawy,1
1976,"Comedies, International Movies",Omar El-Hariri,1
1976,"Comedies, International Movies",Saeed Tarabeek,1
1976,"Comedies, International Movies",Sami Gawhar,1
1976,"Comedies, International Movies",Samir Waley Eldein,1
1976,"Comedies, International Movies",Shawqi Shamekh,1
1976,"Comedies, International Movies, Romantic Movies",Anand,1
1976,"Dramas, International Movies",Ahmad Mehrez,1
1976,"Dramas, International Movies",Hesham Selim,1
1976,"Dramas, International Movies",Huda Sultan,1
1976,"Dramas, International Movies",Mahmoud El Meleigy,1
1976,"Dramas, International Movies",Majida El Roumi,1
1976,"Dramas, International Movies",Shoukry Sarhan,1
1976,"Dramas, International Movies",Souheir El Morshidy,1
1976,"Dramas, Music & Musicals",Beatrice Winde,1
1976,"Dramas, Music & Musicals",Dorian Harewood,1
1976,"Dramas, Music & Musicals",Irene Cara,1
1976,"Dramas, Music & Musicals",Lonette McKee,1
1976,"Dramas, Music & Musicals",Mary Alice,1
1976,"Dramas, Music & Musicals",Paul Lambert,1
1976,"Dramas, Music & Musicals",Tony King,1
1977,"Action & Adventure, Classic Movies, Comedies",Amitabh Bachchan,1
1977,"Action & Adventure, Classic Movies, Comedies",Neetu Singh,1
1977,"Action & Adventure, Classic Movies, Comedies",Nirupa Roy,1
1977,"Action & Adventure, Classic Movies, Comedies",Parveen Babi,1
1977,"Action & Adventure, Classic Movies, Comedies",Pran,1
1977,"Action & Adventure, Classic Movies, Comedies",Rishi Kapoor,1
1977,"Action & Adventure, Classic Movies, Comedies",Shabana Azmi,1
1977,"Action & Adventure, Classic Movies, Comedies",Vinod Khanna,1
1977,"Action & Adventure, Classic Movies, Dramas",Anthony Hopkins,1
1977,"Action & Adventure, Classic Movies, Dramas",Dirk Bogarde,1
1977,"Action & Adventure, Classic Movies, Dramas",Edward Fox,1
